FF,FutureFuel Corp.,
Date,Price,Annualized Dividend
02/11/2019,17.16,0.24
02/11/2019,17.06,0.24
02/12/2019,17.13,0.24
02/12/2019,17.34,0.24
02/13/2019,17.36,0.24
02/13/2019,17.57,0.24
02/14/2019,17.43,0.24
02/14/2019,17.87,0.24
02/15/2019,18.01,0.24
02/15/2019,18.35,0.24
02/19/2019,18.34,0.24
02/19/2019,18.57,0.24
02/20/2019,18.6,0.24
02/20/2019,18.66,0.24
02/21/2019,18.6,0.24
02/21/2019,18.63,0.24
02/22/2019,18.73,0.24
02/22/2019,18.82,0.24
02/25/2019,18.82,0.24
02/25/2019,18.7,0.24
02/26/2019,18.67,0.24
02/26/2019,18.33,0.24
02/27/2019,18.27,0.24
02/27/2019,18.19,0.24
02/28/2019,18.25,0.24
02/28/2019,18.14,0.24
03/01/2019,18.32,0.24
03/01/2019,18.25,0.24
03/04/2019,18.3,0.24
03/04/2019,18.27,0.24
03/05/2019,18.27,0.24
03/05/2019,18.29,0.24
03/06/2019,18.3,0.24
03/06/2019,17.87,0.24
03/07/2019,17.91,0.24
03/07/2019,17.39,0.24
03/08/2019,17.34,0.24
03/08/2019,17.25,0.24
03/11/2019,17.32,0.24
03/11/2019,17.6,0.24
03/12/2019,17.62,0.24
03/12/2019,17.37,0.24
03/13/2019,17.46,0.24
03/13/2019,17.33,0.24
03/14/2019,17.34,0.24
03/14/2019,17.67,0.24
03/15/2019,17.67,0.24
03/15/2019,17.56,0.24
03/18/2019,17.08,0.24
03/18/2019,13.88,0.24
03/19/2019,13.98,0.24
03/19/2019,14.06,0.24
03/20/2019,14.07,0.24
03/20/2019,13.99,0.24
03/21/2019,13.89,0.24
03/21/2019,13.84,0.24
03/22/2019,13.77,0.24
03/22/2019,12.97,0.24
03/25/2019,12.85,0.24
03/25/2019,13.08,0.24
03/26/2019,13.2,0.24
03/26/2019,13.03,0.24
03/27/2019,13.01,0.24
03/27/2019,13.35,0.24
03/28/2019,13.45,0.24
03/28/2019,13.41,0.24
03/29/2019,13.48,0.24
03/29/2019,13.18,0.24
04/01/2019,13.22,0.24
04/01/2019,13.03,0.24
04/02/2019,13.03,0.24
04/02/2019,13.01,0.24
04/03/2019,13.12,0.24
04/03/2019,13.14,0.24
04/04/2019,13.21,0.24
04/04/2019,13.53,0.24
04/05/2019,13.53,0.24
04/05/2019,13.46,0.24
04/08/2019,13.42,0.24
04/08/2019,13.64,0.24
04/09/2019,13.63,0.24
04/09/2019,13.58,0.24
04/10/2019,13.58,0.24
04/10/2019,13.83,0.24
04/11/2019,13.89,0.24
04/11/2019,13.95,0.24
04/12/2019,13.99,0.24
04/12/2019,13.97,0.24
04/15/2019,14.02,0.24
04/15/2019,14.11,0.24
04/16/2019,14.13,0.24
04/16/2019,14.44,0.24
04/17/2019,14.49,0.24
04/17/2019,14.11,0.24
04/18/2019,14.11,0.24
04/18/2019,14.19,0.24
04/22/2019,14.26,0.24
04/22/2019,14.12,0.24
04/23/2019,14.12,0.24
04/23/2019,14.32,0.24
04/24/2019,14.36,0.24
04/24/2019,14.38,0.24
04/25/2019,14.3,0.24
04/25/2019,14.13,0.24
04/26/2019,14.12,0.24
04/26/2019,14.37,0.24
04/29/2019,14.38,0.24
04/29/2019,14.42,0.24
04/30/2019,14.42,0.24
04/30/2019,14.45,0.24
05/01/2019,14.5,0.24
05/01/2019,14.12,0.24
05/02/2019,14.09,0.24
05/02/2019,14.09,0.24
05/03/2019,14.14,0.24
05/03/2019,14.19,0.24
05/06/2019,14.19,0.24
05/06/2019,14.31,0.24
05/07/2019,14.18,0.24
05/07/2019,13.82,0.24
05/08/2019,13.88,0.24
05/08/2019,13.82,0.24
05/09/2019,13.74,0.24
05/09/2019,13.66,0.24
05/10/2019,13.63,0.24
05/10/2019,13.77,0.24
05/13/2019,13.26,0.24
05/13/2019,10.98,0.24
05/14/2019,11.24,0.24
05/14/2019,11.54,0.24
05/15/2019,11.48,0.24
05/15/2019,11.43,0.24
05/16/2019,11.48,0.24
05/16/2019,11.29,0.24
05/17/2019,11.17,0.24
05/17/2019,10.99,0.24
05/20/2019,10.9,0.24
05/20/2019,11.0,0.24
05/21/2019,11.02,0.24
05/21/2019,11.14,0.24
05/22/2019,11.11,0.24
05/22/2019,10.85,0.24
05/23/2019,10.8,0.24
05/23/2019,10.76,0.24
05/24/2019,10.81,0.24
05/24/2019,10.75,0.24
05/28/2019,10.72,0.24
05/28/2019,10.61,0.24
05/29/2019,10.57,0.24
05/29/2019,10.57,0.24
05/30/2019,10.57,0.24
05/30/2019,10.62,0.24
05/31/2019,10.46,0.24
05/31/2019,10.27,0.24
06/03/2019,10.23,0.24
06/03/2019,10.45,0.24
06/04/2019,10.51,0.24
06/04/2019,10.64,0.24
06/05/2019,10.65,0.24
06/05/2019,10.27,0.24
06/06/2019,10.27,0.24
06/06/2019,10.39,0.24
06/07/2019,10.42,0.24
06/07/2019,10.48,0.24
06/10/2019,10.53,0.24
06/10/2019,10.55,0.24
06/11/2019,10.62,0.24
06/11/2019,10.47,0.24
06/12/2019,10.38,0.24
06/12/2019,10.56,0.24
06/13/2019,10.6,0.24
06/13/2019,10.63,0.24
06/14/2019,10.62,0.24
06/14/2019,10.51,0.24
06/17/2019,10.51,0.24
06/17/2019,10.57,0.24
06/18/2019,10.7,0.24
06/18/2019,10.75,0.24
06/19/2019,10.75,0.24
06/19/2019,10.8,0.24
06/20/2019,10.93,0.24
06/20/2019,10.9,0.24
06/21/2019,10.82,0.24
06/21/2019,11.25,0.24
06/24/2019,11.25,0.24
06/24/2019,10.84,0.24
06/25/2019,10.82,0.24
06/25/2019,10.85,0.24
06/26/2019,10.87,0.24
06/26/2019,11.01,0.24
06/27/2019,11.03,0.24
06/27/2019,11.57,0.24
06/28/2019,11.59,0.24
06/28/2019,11.56,0.24
07/01/2019,11.71,0.24
07/01/2019,11.9,0.24
07/02/2019,11.91,0.24
07/02/2019,11.73,0.24
07/03/2019,11.74,0.24
07/03/2019,11.5,0.24
07/05/2019,11.39,0.24
07/05/2019,11.59,0.24
07/08/2019,11.54,0.24
07/08/2019,11.61,0.24
07/09/2019,11.59,0.24
07/09/2019,11.61,0.24
07/10/2019,11.68,0.24
07/10/2019,11.75,0.24
07/11/2019,11.76,0.24
07/11/2019,11.55,0.24
07/12/2019,11.54,0.24
07/12/2019,11.73,0.24
07/15/2019,11.74,0.24
07/15/2019,11.64,0.24
07/16/2019,11.63,0.24
07/16/2019,11.7,0.24
07/17/2019,11.67,0.24
07/17/2019,11.65,0.24
07/18/2019,11.64,0.24
07/18/2019,11.76,0.24
07/19/2019,11.7,0.24
07/19/2019,11.86,0.24
07/22/2019,11.86,0.24
07/22/2019,11.55,0.24
07/23/2019,11.58,0.24
07/23/2019,11.89,0.24
07/24/2019,11.89,0.24
07/24/2019,12.05,0.24
07/25/2019,12.05,0.24
07/25/2019,11.63,0.24
07/26/2019,11.68,0.24
07/26/2019,11.76,0.24
07/29/2019,11.74,0.24
07/29/2019,11.47,0.24
07/30/2019,11.39,0.24
07/30/2019,11.54,0.24
07/31/2019,11.54,0.24
07/31/2019,11.52,0.24
08/01/2019,11.52,0.24
08/01/2019,11.43,0.24
08/02/2019,11.39,0.24
08/02/2019,11.18,0.24
08/05/2019,10.95,0.24
08/05/2019,10.83,0.24
08/06/2019,10.9,0.24
08/06/2019,10.76,0.24
08/07/2019,10.62,0.24
08/07/2019,10.72,0.24
08/08/2019,10.8,0.24
08/08/2019,11.25,0.24
08/09/2019,11.19,0.24
08/09/2019,11.03,0.24
08/12/2019,10.55,0.24
08/12/2019,10.44,0.24
08/13/2019,10.41,0.24
08/13/2019,10.61,0.24
08/14/2019,10.39,0.24
08/14/2019,10.29,0.24
08/15/2019,10.31,0.24
08/15/2019,10.17,0.24
08/16/2019,10.26,0.24
08/16/2019,10.67,0.24
08/19/2019,10.8,0.24
08/19/2019,10.84,0.24
08/20/2019,10.83,0.24
08/20/2019,10.72,0.24
08/21/2019,10.77,0.24
08/21/2019,10.84,0.24
08/22/2019,10.89,0.24
08/22/2019,10.73,0.24
08/23/2019,10.68,0.24
08/23/2019,10.24,0.24
08/26/2019,10.36,0.24
08/26/2019,10.47,0.24
08/27/2019,10.55,0.24
08/27/2019,10.3,0.24
08/28/2019,10.21,0.24
08/28/2019,10.48,0.24
08/29/2019,10.61,0.24
08/29/2019,10.65,0.24
08/30/2019,10.71,0.24
08/30/2019,10.72,0.24
09/03/2019,10.62,0.24
09/03/2019,10.33,0.24
09/04/2019,10.46,0.24
09/04/2019,10.3,0.24
09/05/2019,10.51,0.24
09/05/2019,10.83,0.24
09/06/2019,10.82,0.24
09/06/2019,10.77,0.24
09/09/2019,10.83,0.24
09/09/2019,11.26,0.24
09/10/2019,11.23,0.24
09/10/2019,11.48,0.24
09/11/2019,11.54,0.24
09/11/2019,11.93,0.24
09/12/2019,11.98,0.24
09/12/2019,12.1,0.24
09/13/2019,12.25,0.24
09/13/2019,12.17,0.24
09/16/2019,12.11,0.24
09/16/2019,12.02,0.24
09/17/2019,11.94,0.24
09/17/2019,12.02,0.24
09/18/2019,11.99,0.24
09/18/2019,11.86,0.24
09/19/2019,11.85,0.24
09/19/2019,11.74,0.24
09/20/2019,11.75,0.24
09/20/2019,11.56,0.24
09/23/2019,11.46,0.24
09/23/2019,11.73,0.24
09/24/2019,11.73,0.24
09/24/2019,11.44,0.24
09/25/2019,11.35,0.24
09/25/2019,11.8,0.24
09/26/2019,11.78,0.24
09/26/2019,11.51,0.24
09/27/2019,11.43,0.24
09/27/2019,11.78,0.24
09/30/2019,11.75,0.24
09/30/2019,11.88,0.24
10/01/2019,11.92,0.24
10/01/2019,11.61,0.24
10/02/2019,11.6,0.24
10/02/2019,11.3,0.24
10/03/2019,11.28,0.24
10/03/2019,11.31,0.24
10/04/2019,11.29,0.24
10/04/2019,11.43,0.24
10/07/2019,11.38,0.24
10/07/2019,11.4,0.24
10/08/2019,11.27,0.24
10/08/2019,11.1,0.24
10/09/2019,11.26,0.24
10/09/2019,11.31,0.24
10/10/2019,11.36,0.24
10/10/2019,11.31,0.24
10/11/2019,11.57,0.24
10/11/2019,11.64,0.24
10/14/2019,11.54,0.24
10/14/2019,11.67,0.24
10/15/2019,11.69,0.24
10/15/2019,11.88,0.24
10/16/2019,11.81,0.24
10/16/2019,11.92,0.24
10/17/2019,11.9,0.24
10/17/2019,12.14,0.24
10/18/2019,12.02,0.24
10/18/2019,11.88,0.24
10/21/2019,12.08,0.24
10/21/2019,12.28,0.24
10/22/2019,12.27,0.24
10/22/2019,12.12,0.24
10/23/2019,12.12,0.24
10/23/2019,12.25,0.24
10/24/2019,12.31,0.24
10/24/2019,12.22,0.24
10/25/2019,12.21,0.24
10/25/2019,12.4,0.24
10/28/2019,12.46,0.24
10/28/2019,12.72,0.24
10/29/2019,12.63,0.24
10/29/2019,12.57,0.24
10/30/2019,12.55,0.24
10/30/2019,12.44,0.24
10/31/2019,12.45,0.24
10/31/2019,12.26,0.24
11/01/2019,12.41,0.24
11/01/2019,12.5,0.24
11/04/2019,12.69,0.24
11/04/2019,12.7,0.24
11/05/2019,12.76,0.24
11/05/2019,12.57,0.24
11/06/2019,12.56,0.24
11/06/2019,12.22,0.24
11/07/2019,12.42,0.24
11/07/2019,12.07,0.24
11/08/2019,12.07,0.24
11/08/2019,12.17,0.24
11/11/2019,12.4,0.24
11/11/2019,12.27,0.24
11/12/2019,12.28,0.24
11/12/2019,12.14,0.24
11/13/2019,11.99,0.24
11/13/2019,12.04,0.24
11/14/2019,12.0,0.24
11/14/2019,11.91,0.24
11/15/2019,12.03,0.24
11/15/2019,11.94,0.24
11/18/2019,11.89,0.24
11/18/2019,11.4,0.24
11/19/2019,11.36,0.24
11/19/2019,11.38,0.24
11/20/2019,11.36,0.24
11/20/2019,11.16,0.24
11/21/2019,11.18,0.24
11/21/2019,11.17,0.24
11/22/2019,11.2,0.24
11/22/2019,11.1,0.24
11/25/2019,11.17,0.24
11/25/2019,11.46,0.24
11/26/2019,11.41,0.24
11/26/2019,11.13,0.24
11/27/2019,11.23,0.24
11/27/2019,11.23,0.24
11/29/2019,11.17,0.24
11/29/2019,11.22,0.24
12/02/2019,11.21,0.24
12/02/2019,11.02,0.24
12/03/2019,10.92,0.24
12/03/2019,10.92,0.24
12/04/2019,11.05,0.24
12/04/2019,11.5,0.24
12/05/2019,11.55,0.24
12/05/2019,11.47,0.24
12/06/2019,11.65,0.24
12/06/2019,11.76,0.24
12/09/2019,11.7,0.24
12/09/2019,11.59,0.24
12/10/2019,11.57,0.24
12/10/2019,11.27,0.24
12/11/2019,11.32,0.24
12/11/2019,11.32,0.24
12/12/2019,11.31,0.24
12/12/2019,11.46,0.24
12/13/2019,11.46,0.24
12/13/2019,11.69,0.24
12/16/2019,11.71,0.24
12/16/2019,11.84,0.24
12/17/2019,12.27,0.24
12/17/2019,13.25,0.24
12/18/2019,13.23,0.24
12/18/2019,12.78,0.24
12/19/2019,12.87,0.24
12/19/2019,12.74,0.24
12/20/2019,12.84,0.24
12/20/2019,12.41,0.24
12/23/2019,12.38,0.24
12/23/2019,12.24,0.24
12/24/2019,12.27,0.24
12/24/2019,12.31,0.24
12/26/2019,12.33,0.24
12/26/2019,12.48,0.24
12/27/2019,12.49,0.24
12/27/2019,12.39,0.24
12/30/2019,12.38,0.24
12/30/2019,12.38,0.24
12/31/2019,12.32,0.24
12/31/2019,12.39,0.24
01/02/2020,12.49,0.24
01/02/2020,12.14,0.24
01/03/2020,11.93,0.24
01/03/2020,12.06,0.24
