BIP,Brookfield Infrastructure Partn,
Date,Price,Annualized Dividend
01/10/2008,6.09,0.0
01/10/2008,5.26,0.0
01/11/2008,5.26,0.0
01/11/2008,5.37,0.0
01/14/2008,5.4,0.0
01/14/2008,5.55,0.0
01/15/2008,5.83,0.0
01/15/2008,5.53,0.0
01/16/2008,5.52,0.0
01/16/2008,5.48,0.0
01/17/2008,5.51,0.0
01/17/2008,5.51,0.0
01/18/2008,5.51,0.0
01/18/2008,5.54,0.0
01/22/2008,5.33,0.0
01/22/2008,5.44,0.0
01/23/2008,5.26,0.0
01/23/2008,5.71,0.0
01/24/2008,5.65,0.0
01/24/2008,5.68,0.0
01/25/2008,5.75,0.0
01/25/2008,5.82,0.0
01/28/2008,5.82,0.0
01/28/2008,5.86,0.0
01/29/2008,5.86,0.0
01/29/2008,5.82,0.0
01/30/2008,5.82,0.0
01/30/2008,5.84,0.0
01/31/2008,5.82,0.0
01/31/2008,5.8,0.0
02/01/2008,5.98,0.0
02/01/2008,5.68,0.0
02/04/2008,5.75,0.0
02/04/2008,5.59,0.0
02/05/2008,5.57,0.0
02/05/2008,5.49,0.0
02/06/2008,5.53,0.0
02/06/2008,5.35,0.0
02/07/2008,5.35,0.0
02/07/2008,5.33,0.0
02/08/2008,5.32,0.0
02/08/2008,5.39,0.0
02/11/2008,5.34,0.0
02/11/2008,5.35,0.0
02/12/2008,5.3,0.0
02/12/2008,5.29,0.0
02/13/2008,5.3,0.0
02/13/2008,5.25,0.0
02/14/2008,5.26,0.0
02/14/2008,5.28,0.0
02/15/2008,5.33,0.0
02/15/2008,5.33,0.0
02/19/2008,5.33,0.0
02/19/2008,5.28,0.0
02/20/2008,5.29,0.0
02/20/2008,5.23,0.0
02/21/2008,5.18,0.0
02/21/2008,5.22,0.0
02/22/2008,5.2,0.0
02/22/2008,5.3,0.0
02/25/2008,5.32,0.0
02/25/2008,5.33,0.0
02/26/2008,5.35,0.0
02/26/2008,5.33,0.0
02/27/2008,5.34,0.0882
02/27/2008,5.32,0.0882
02/28/2008,5.34,0.0882
02/28/2008,5.27,0.0882
02/29/2008,5.24,0.0882
02/29/2008,5.24,0.0882
03/03/2008,5.23,0.0882
03/03/2008,5.23,0.0882
03/04/2008,5.23,0.0882
03/04/2008,5.18,0.0882
03/05/2008,5.19,0.0882
03/05/2008,5.07,0.0882
03/06/2008,5.12,0.0882
03/06/2008,5.24,0.0882
03/07/2008,5.19,0.0882
03/07/2008,5.08,0.0882
03/10/2008,5.05,0.0882
03/10/2008,4.91,0.0882
03/11/2008,4.91,0.0882
03/11/2008,4.89,0.0882
03/12/2008,4.92,0.0882
03/12/2008,4.8,0.0882
03/13/2008,4.82,0.0882
03/13/2008,4.69,0.0882
03/14/2008,4.69,0.0882
03/14/2008,4.5,0.0882
03/17/2008,4.46,0.0882
03/17/2008,4.29,0.0882
03/18/2008,4.28,0.0882
03/18/2008,4.29,0.0882
03/19/2008,4.39,0.0882
03/19/2008,4.23,0.0882
03/20/2008,4.22,0.0882
03/20/2008,4.33,0.0882
03/24/2008,4.66,0.0882
03/24/2008,4.88,0.0882
03/25/2008,4.85,0.0882
03/25/2008,5.1,0.0882
03/26/2008,5.16,0.0882
03/26/2008,5.21,0.0882
03/27/2008,5.28,0.0882
03/27/2008,4.93,0.0882
03/28/2008,4.93,0.0882
03/28/2008,4.93,0.0882
03/31/2008,5.02,0.0882
03/31/2008,4.73,0.0882
04/01/2008,4.73,0.0882
04/01/2008,4.99,0.0882
04/02/2008,5.02,0.0882
04/02/2008,5.02,0.0882
04/03/2008,5.02,0.0882
04/03/2008,5.09,0.0882
04/04/2008,5.09,0.0882
04/04/2008,5.06,0.0882
04/07/2008,5.16,0.0882
04/07/2008,5.18,0.0882
04/08/2008,5.19,0.0882
04/08/2008,5.09,0.0882
04/09/2008,5.23,0.0882
04/09/2008,5.01,0.0882
04/10/2008,4.98,0.0882
04/10/2008,5.06,0.0882
04/11/2008,5.08,0.0882
04/11/2008,5.04,0.0882
04/14/2008,5.09,0.0882
04/14/2008,4.95,0.0882
04/15/2008,4.92,0.0882
04/15/2008,4.94,0.0882
04/16/2008,5.07,0.0882
04/16/2008,5.03,0.0882
04/17/2008,5.02,0.0882
04/17/2008,5.0,0.0882
04/18/2008,5.06,0.0882
04/18/2008,5.08,0.0882
04/21/2008,5.09,0.0882
04/21/2008,5.09,0.0882
04/22/2008,5.1,0.0882
04/22/2008,5.01,0.0882
04/23/2008,5.05,0.0882
04/23/2008,5.0,0.0882
04/24/2008,5.04,0.0882
04/24/2008,4.91,0.0882
04/25/2008,4.95,0.0882
04/25/2008,5.16,0.0882
04/28/2008,5.3,0.0882
04/28/2008,5.4,0.0882
04/29/2008,5.52,0.0882
04/29/2008,5.49,0.0882
04/30/2008,5.47,0.0882
04/30/2008,5.54,0.0882
05/01/2008,5.58,0.0882
05/01/2008,5.66,0.0882
05/02/2008,5.8,0.0882
05/02/2008,5.64,0.0882
05/05/2008,5.61,0.0882
05/05/2008,5.6,0.0882
05/06/2008,5.58,0.0882
05/06/2008,5.61,0.0882
05/07/2008,5.58,0.0882
05/07/2008,5.59,0.0882
05/08/2008,5.59,0.0882
05/08/2008,5.74,0.0882
05/09/2008,5.72,0.0882
05/09/2008,5.72,0.0882
05/12/2008,5.76,0.0882
05/12/2008,5.67,0.0882
05/13/2008,5.67,0.0882
05/13/2008,5.68,0.0882
05/14/2008,5.68,0.0882
05/14/2008,5.58,0.0882
05/15/2008,5.61,0.0882
05/15/2008,5.61,0.0882
05/16/2008,5.61,0.0882
05/16/2008,5.59,0.0882
05/19/2008,5.65,0.0882
05/19/2008,5.61,0.0882
05/20/2008,5.74,0.0882
05/20/2008,5.65,0.0882
05/21/2008,5.7,0.0882
05/21/2008,5.7,0.0882
05/22/2008,5.69,0.0882
05/22/2008,5.7,0.0882
05/23/2008,5.71,0.0882
05/23/2008,5.64,0.0882
05/27/2008,5.75,0.0882
05/27/2008,5.49,0.0882
05/28/2008,5.6,0.3532
05/28/2008,5.39,0.3532
05/29/2008,5.35,0.3532
05/29/2008,5.35,0.3532
05/30/2008,5.37,0.3532
05/30/2008,5.37,0.3532
06/02/2008,5.41,0.3532
06/02/2008,5.36,0.3532
06/03/2008,5.34,0.3532
06/03/2008,5.5,0.3532
06/04/2008,5.52,0.3532
06/04/2008,5.59,0.3532
06/05/2008,5.62,0.3532
06/05/2008,5.45,0.3532
06/06/2008,5.35,0.3532
06/06/2008,5.45,0.3532
06/09/2008,5.46,0.3532
06/09/2008,5.41,0.3532
06/10/2008,5.42,0.3532
06/10/2008,5.44,0.3532
06/11/2008,5.46,0.3532
06/11/2008,5.46,0.3532
06/12/2008,5.43,0.3532
06/12/2008,5.42,0.3532
06/13/2008,5.48,0.3532
06/13/2008,5.44,0.3532
06/16/2008,5.48,0.3532
06/16/2008,5.43,0.3532
06/17/2008,5.44,0.3532
06/17/2008,5.44,0.3532
06/18/2008,5.45,0.3532
06/18/2008,5.46,0.3532
06/19/2008,5.69,0.3532
06/19/2008,5.49,0.3532
06/20/2008,5.49,0.3532
06/20/2008,5.44,0.3532
06/23/2008,5.44,0.3532
06/23/2008,5.46,0.3532
06/24/2008,5.48,0.3532
06/24/2008,5.45,0.3532
06/25/2008,5.44,0.3532
06/25/2008,5.71,0.3532
06/26/2008,5.69,0.3532
06/26/2008,5.58,0.3532
06/27/2008,5.54,0.3532
06/27/2008,5.49,0.3532
06/30/2008,5.48,0.3532
06/30/2008,5.58,0.3532
07/01/2008,5.56,0.3532
07/01/2008,5.55,0.3532
07/02/2008,5.58,0.3532
07/02/2008,5.55,0.3532
07/03/2008,5.53,0.3532
07/03/2008,5.46,0.3532
07/07/2008,5.46,0.3532
07/07/2008,5.53,0.3532
07/08/2008,5.5,0.3532
07/08/2008,5.4,0.3532
07/09/2008,5.41,0.3532
07/09/2008,5.37,0.3532
07/10/2008,5.4,0.3532
07/10/2008,5.43,0.3532
07/11/2008,5.44,0.3532
07/11/2008,5.38,0.3532
07/14/2008,5.41,0.3532
07/14/2008,5.47,0.3532
07/15/2008,5.41,0.3532
07/15/2008,5.35,0.3532
07/16/2008,5.34,0.3532
07/16/2008,5.39,0.3532
07/17/2008,5.42,0.3532
07/17/2008,5.34,0.3532
07/18/2008,5.37,0.3532
07/18/2008,5.35,0.3532
07/21/2008,5.43,0.3532
07/21/2008,5.42,0.3532
07/22/2008,5.39,0.3532
07/22/2008,5.37,0.3532
07/23/2008,5.4,0.3532
07/23/2008,5.48,0.3532
07/24/2008,5.5,0.3532
07/24/2008,5.49,0.3532
07/25/2008,5.46,0.3532
07/25/2008,5.34,0.3532
07/28/2008,5.35,0.3532
07/28/2008,5.29,0.3532
07/29/2008,5.3,0.3532
07/29/2008,5.28,0.3532
07/30/2008,5.27,0.3532
07/30/2008,5.4,0.3532
07/31/2008,5.35,0.3532
07/31/2008,5.35,0.3532
08/01/2008,5.36,0.3532
08/01/2008,5.31,0.3532
08/04/2008,5.41,0.3532
08/04/2008,5.33,0.3532
08/05/2008,5.36,0.3532
08/05/2008,5.17,0.3532
08/06/2008,5.13,0.3532
08/06/2008,5.05,0.3532
08/07/2008,5.02,0.3532
08/07/2008,5.02,0.3532
08/08/2008,5.01,0.3532
08/08/2008,5.07,0.3532
08/11/2008,5.01,0.3532
08/11/2008,5.18,0.3532
08/12/2008,5.17,0.3532
08/12/2008,5.16,0.3532
08/13/2008,5.12,0.3532
08/13/2008,5.09,0.3532
08/14/2008,5.13,0.3532
08/14/2008,5.27,0.3532
08/15/2008,5.3,0.3532
08/15/2008,5.1,0.3532
08/18/2008,5.1,0.3532
08/18/2008,5.1,0.3532
08/19/2008,5.13,0.3532
08/19/2008,5.02,0.3532
08/20/2008,5.02,0.3532
08/20/2008,4.97,0.3532
08/21/2008,4.94,0.3532
08/21/2008,4.94,0.3532
08/22/2008,4.92,0.3532
08/22/2008,4.9,0.3532
08/25/2008,4.92,0.3532
08/25/2008,4.95,0.3532
08/26/2008,4.98,0.3532
08/26/2008,5.01,0.3532
08/27/2008,5.08,0.6182000000000001
08/27/2008,5.13,0.6182000000000001
08/28/2008,5.11,0.6182000000000001
08/28/2008,5.21,0.6182000000000001
08/29/2008,5.21,0.6182000000000001
08/29/2008,5.24,0.6182000000000001
09/02/2008,5.25,0.6182000000000001
09/02/2008,5.21,0.6182000000000001
09/03/2008,5.21,0.6182000000000001
09/03/2008,5.25,0.6182000000000001
09/04/2008,5.27,0.6182000000000001
09/04/2008,5.24,0.6182000000000001
09/05/2008,5.24,0.6182000000000001
09/05/2008,5.25,0.6182000000000001
09/08/2008,4.95,0.6182000000000001
09/08/2008,5.24,0.6182000000000001
09/09/2008,5.21,0.6182000000000001
09/09/2008,5.1,0.6182000000000001
09/10/2008,5.1,0.6182000000000001
09/10/2008,5.12,0.6182000000000001
09/11/2008,5.1,0.6182000000000001
09/11/2008,5.02,0.6182000000000001
09/12/2008,4.99,0.6182000000000001
09/12/2008,5.14,0.6182000000000001
09/15/2008,5.11,0.6182000000000001
09/15/2008,4.92,0.6182000000000001
09/16/2008,4.92,0.6182000000000001
09/16/2008,4.92,0.6182000000000001
09/17/2008,4.89,0.6182000000000001
09/17/2008,4.73,0.6182000000000001
09/18/2008,4.6,0.6182000000000001
09/18/2008,4.54,0.6182000000000001
09/19/2008,4.57,0.6182000000000001
09/19/2008,4.97,0.6182000000000001
09/22/2008,4.92,0.6182000000000001
09/22/2008,4.69,0.6182000000000001
09/23/2008,4.65,0.6182000000000001
09/23/2008,4.51,0.6182000000000001
09/24/2008,4.51,0.6182000000000001
09/24/2008,4.47,0.6182000000000001
09/25/2008,4.5,0.6182000000000001
09/25/2008,4.46,0.6182000000000001
09/26/2008,4.46,0.6182000000000001
09/26/2008,4.48,0.6182000000000001
09/29/2008,4.6,0.6182000000000001
09/29/2008,4.49,0.6182000000000001
09/30/2008,4.51,0.6182000000000001
09/30/2008,4.58,0.6182000000000001
10/01/2008,4.6,0.6182000000000001
10/01/2008,4.77,0.6182000000000001
10/02/2008,4.79,0.6182000000000001
10/02/2008,4.57,0.6182000000000001
10/03/2008,4.56,0.6182000000000001
10/03/2008,4.57,0.6182000000000001
10/06/2008,4.61,0.6182000000000001
10/06/2008,4.26,0.6182000000000001
10/07/2008,4.24,0.6182000000000001
10/07/2008,3.8,0.6182000000000001
10/08/2008,3.72,0.6182000000000001
10/08/2008,3.51,0.6182000000000001
10/09/2008,3.51,0.6182000000000001
10/09/2008,3.06,0.6182000000000001
10/10/2008,2.99,0.6182000000000001
10/10/2008,2.91,0.6182000000000001
10/13/2008,3.49,0.6182000000000001
10/13/2008,3.56,0.6182000000000001
10/14/2008,3.65,0.6182000000000001
10/14/2008,3.9,0.6182000000000001
10/15/2008,3.67,0.6182000000000001
10/15/2008,3.81,0.6182000000000001
10/16/2008,3.87,0.6182000000000001
10/16/2008,3.92,0.6182000000000001
10/17/2008,4.14,0.6182000000000001
10/17/2008,3.99,0.6182000000000001
10/20/2008,4.08,0.6182000000000001
10/20/2008,4.06,0.6182000000000001
10/21/2008,4.06,0.6182000000000001
10/21/2008,4.19,0.6182000000000001
10/22/2008,4.16,0.6182000000000001
10/22/2008,4.12,0.6182000000000001
10/23/2008,4.17,0.6182000000000001
10/23/2008,4.11,0.6182000000000001
10/24/2008,3.91,0.6182000000000001
10/24/2008,4.08,0.6182000000000001
10/27/2008,3.95,0.6182000000000001
10/27/2008,3.95,0.6182000000000001
10/28/2008,3.95,0.6182000000000001
10/28/2008,3.94,0.6182000000000001
10/29/2008,3.93,0.6182000000000001
10/29/2008,3.9,0.6182000000000001
10/30/2008,3.95,0.6182000000000001
10/30/2008,4.15,0.6182000000000001
10/31/2008,4.19,0.6182000000000001
10/31/2008,4.37,0.6182000000000001
11/03/2008,4.4,0.6182000000000001
11/03/2008,4.37,0.6182000000000001
11/04/2008,4.4,0.6182000000000001
11/04/2008,4.61,0.6182000000000001
11/05/2008,4.38,0.6182000000000001
11/05/2008,3.92,0.6182000000000001
11/06/2008,3.9,0.6182000000000001
11/06/2008,3.79,0.6182000000000001
11/07/2008,3.79,0.6182000000000001
11/07/2008,4.02,0.6182000000000001
11/10/2008,4.13,0.6182000000000001
11/10/2008,3.97,0.6182000000000001
11/11/2008,3.95,0.6182000000000001
11/11/2008,3.92,0.6182000000000001
11/12/2008,3.9,0.6182000000000001
11/12/2008,3.76,0.6182000000000001
11/13/2008,3.79,0.6182000000000001
11/13/2008,3.67,0.6182000000000001
11/14/2008,3.67,0.6182000000000001
11/14/2008,3.93,0.6182000000000001
11/17/2008,3.92,0.6182000000000001
11/17/2008,3.58,0.6182000000000001
11/18/2008,3.54,0.6182000000000001
11/18/2008,3.49,0.6182000000000001
11/19/2008,3.49,0.6182000000000001
11/19/2008,3.21,0.6182000000000001
11/20/2008,3.2,0.6182000000000001
11/20/2008,3.05,0.6182000000000001
11/21/2008,3.06,0.6182000000000001
11/21/2008,3.09,0.6182000000000001
11/24/2008,3.16,0.6182000000000001
11/24/2008,3.33,0.6182000000000001
11/25/2008,3.39,0.8832000000000001
11/25/2008,3.48,0.8832000000000001
11/26/2008,3.43,0.8832000000000001
11/26/2008,3.45,0.8832000000000001
11/28/2008,3.4,0.8832000000000001
11/28/2008,3.54,0.8832000000000001
12/01/2008,3.53,0.8832000000000001
12/01/2008,3.36,0.8832000000000001
12/02/2008,3.35,0.8832000000000001
12/02/2008,3.09,0.8832000000000001
12/03/2008,3.13,0.8832000000000001
12/03/2008,3.34,0.8832000000000001
12/04/2008,3.36,0.8832000000000001
12/04/2008,3.38,0.8832000000000001
12/05/2008,3.37,0.8832000000000001
12/05/2008,3.23,0.8832000000000001
12/08/2008,3.19,0.8832000000000001
12/08/2008,3.29,0.8832000000000001
12/09/2008,3.22,0.8832000000000001
12/09/2008,3.17,0.8832000000000001
12/10/2008,3.13,0.8832000000000001
12/10/2008,3.38,0.8832000000000001
12/11/2008,3.32,0.8832000000000001
12/11/2008,3.54,0.8832000000000001
12/12/2008,3.42,0.8832000000000001
12/12/2008,3.67,0.8832000000000001
12/15/2008,3.58,0.8832000000000001
12/15/2008,3.33,0.8832000000000001
12/16/2008,3.32,0.8832000000000001
12/16/2008,3.45,0.8832000000000001
12/17/2008,3.44,0.8832000000000001
12/17/2008,3.38,0.8832000000000001
12/18/2008,3.49,0.8832000000000001
12/18/2008,3.4,0.8832000000000001
12/19/2008,3.32,0.8832000000000001
12/19/2008,3.31,0.8832000000000001
12/22/2008,3.38,0.8832000000000001
12/22/2008,3.24,0.8832000000000001
12/23/2008,3.3,0.8832000000000001
12/23/2008,3.17,0.8832000000000001
12/24/2008,3.17,0.8832000000000001
12/24/2008,3.17,0.8832000000000001
12/26/2008,3.19,0.8832000000000001
12/26/2008,3.18,0.8832000000000001
12/29/2008,3.17,0.8832000000000001
12/29/2008,3.17,0.8832000000000001
12/30/2008,3.25,0.8832000000000001
12/30/2008,3.19,0.8832000000000001
12/31/2008,3.15,0.8832000000000001
12/31/2008,3.38,0.8832000000000001
01/02/2009,3.41,0.8832000000000001
01/02/2009,3.9,0.8832000000000001
01/05/2009,3.92,0.8832000000000001
01/05/2009,4.08,0.8832000000000001
01/06/2009,4.05,0.8832000000000001
01/06/2009,4.19,0.8832000000000001
01/07/2009,4.25,0.8832000000000001
01/07/2009,4.09,0.8832000000000001
01/08/2009,4.08,0.8832000000000001
01/08/2009,4.13,0.8832000000000001
01/09/2009,4.21,0.8832000000000001
01/09/2009,4.27,0.8832000000000001
01/12/2009,4.36,0.8832000000000001
01/12/2009,4.14,0.8832000000000001
01/13/2009,4.25,0.8832000000000001
01/13/2009,4.37,0.8832000000000001
01/14/2009,4.31,0.8832000000000001
01/14/2009,4.07,0.8832000000000001
01/15/2009,4.1,0.8832000000000001
01/15/2009,3.83,0.8832000000000001
01/16/2009,3.87,0.8832000000000001
01/16/2009,3.84,0.8832000000000001
01/20/2009,3.92,0.8832000000000001
01/20/2009,3.86,0.8832000000000001
01/21/2009,3.86,0.8832000000000001
01/21/2009,3.86,0.8832000000000001
01/22/2009,3.83,0.8832000000000001
01/22/2009,4.03,0.8832000000000001
01/23/2009,4.03,0.8832000000000001
01/23/2009,4.14,0.8832000000000001
01/26/2009,4.2,0.8832000000000001
01/26/2009,4.08,0.8832000000000001
01/27/2009,4.04,0.8832000000000001
01/27/2009,4.02,0.8832000000000001
01/28/2009,4.15,0.8832000000000001
01/28/2009,4.0,0.8832000000000001
01/29/2009,4.07,0.8832000000000001
01/29/2009,4.01,0.8832000000000001
01/30/2009,4.07,0.8832000000000001
01/30/2009,3.98,0.8832000000000001
02/02/2009,4.07,0.8832000000000001
02/02/2009,3.92,0.8832000000000001
02/03/2009,3.97,0.8832000000000001
02/03/2009,4.24,0.8832000000000001
02/04/2009,4.16,0.8832000000000001
02/04/2009,4.15,0.8832000000000001
02/05/2009,4.22,0.8832000000000001
02/05/2009,4.02,0.8832000000000001
02/06/2009,4.11,0.8832000000000001
02/06/2009,4.04,0.8832000000000001
02/09/2009,4.09,0.8832000000000001
02/09/2009,4.07,0.8832000000000001
02/10/2009,4.09,0.8832000000000001
02/10/2009,4.05,0.8832000000000001
02/11/2009,4.1,0.8832000000000001
02/11/2009,4.06,0.8832000000000001
02/12/2009,4.16,0.8832000000000001
02/12/2009,4.22,0.8832000000000001
02/13/2009,4.25,0.8832000000000001
02/13/2009,4.17,0.8832000000000001
02/17/2009,4.12,0.8832000000000001
02/17/2009,4.26,0.8832000000000001
02/18/2009,4.23,0.8832000000000001
02/18/2009,4.1,0.8832000000000001
02/19/2009,4.09,0.8832000000000001
02/19/2009,4.0,0.8832000000000001
02/20/2009,3.96,0.8832000000000001
02/20/2009,4.0,0.8832000000000001
02/23/2009,4.01,0.8832000000000001
02/23/2009,3.94,0.8832000000000001
02/24/2009,4.01,0.8832000000000001
02/24/2009,3.95,0.8832000000000001
02/25/2009,4.05,1.06
02/25/2009,3.77,1.06
02/26/2009,3.78,1.06
02/26/2009,3.6,1.06
02/27/2009,3.61,1.06
02/27/2009,3.62,1.06
03/02/2009,3.59,1.06
03/02/2009,3.24,1.06
03/03/2009,3.22,1.06
03/03/2009,3.01,1.06
03/04/2009,3.0,1.06
03/04/2009,2.68,1.06
03/05/2009,2.64,1.06
03/05/2009,2.71,1.06
03/06/2009,2.68,1.06
03/06/2009,2.85,1.06
03/09/2009,2.81,1.06
03/09/2009,3.02,1.06
03/10/2009,3.11,1.06
03/10/2009,3.19,1.06
03/11/2009,3.19,1.06
03/11/2009,3.43,1.06
03/12/2009,3.46,1.06
03/12/2009,3.61,1.06
03/13/2009,3.73,1.06
03/13/2009,3.78,1.06
03/16/2009,3.85,1.06
03/16/2009,4.04,1.06
03/17/2009,4.0,1.06
03/17/2009,4.26,1.06
03/18/2009,4.26,1.06
03/18/2009,4.12,1.06
03/19/2009,4.23,1.06
03/19/2009,4.27,1.06
03/20/2009,4.27,1.06
03/20/2009,4.24,1.06
03/23/2009,4.41,1.06
03/23/2009,4.36,1.06
03/24/2009,4.38,1.06
03/24/2009,4.24,1.06
03/25/2009,4.26,1.06
03/25/2009,4.24,1.06
03/26/2009,4.25,1.06
03/26/2009,4.36,1.06
03/27/2009,4.43,1.06
03/27/2009,4.31,1.06
03/30/2009,4.25,1.06
03/30/2009,4.23,1.06
03/31/2009,4.3,1.06
03/31/2009,4.11,1.06
04/01/2009,4.04,1.06
04/01/2009,4.31,1.06
04/02/2009,4.32,1.06
04/02/2009,4.27,1.06
04/03/2009,4.26,1.06
04/03/2009,4.24,1.06
04/06/2009,4.18,1.06
04/06/2009,4.19,1.06
04/07/2009,4.19,1.06
04/07/2009,4.12,1.06
04/08/2009,4.09,1.06
04/08/2009,4.14,1.06
04/09/2009,4.25,1.06
04/09/2009,4.28,1.06
04/13/2009,4.18,1.06
04/13/2009,4.21,1.06
04/14/2009,4.21,1.06
04/14/2009,4.08,1.06
04/15/2009,4.06,1.06
04/15/2009,3.96,1.06
04/16/2009,4.04,1.06
04/16/2009,4.09,1.06
04/17/2009,4.08,1.06
04/17/2009,4.09,1.06
04/20/2009,4.11,1.06
04/20/2009,3.68,1.06
04/21/2009,3.67,1.06
04/21/2009,3.85,1.06
04/22/2009,3.85,1.06
04/22/2009,3.69,1.06
04/23/2009,3.73,1.06
04/23/2009,3.75,1.06
04/24/2009,3.78,1.06
04/24/2009,4.18,1.06
04/27/2009,4.18,1.06
04/27/2009,4.31,1.06
04/28/2009,4.35,1.06
04/28/2009,4.33,1.06
04/29/2009,4.47,1.06
04/29/2009,4.29,1.06
04/30/2009,4.23,1.06
04/30/2009,4.25,1.06
05/01/2009,4.19,1.06
05/01/2009,4.15,1.06
05/04/2009,4.11,1.06
05/04/2009,4.01,1.06
05/05/2009,3.97,1.06
05/05/2009,3.73,1.06
05/06/2009,3.76,1.06
05/06/2009,4.11,1.06
05/07/2009,4.19,1.06
05/07/2009,4.05,1.06
05/08/2009,4.19,1.06
05/08/2009,4.21,1.06
05/11/2009,4.26,1.06
05/11/2009,4.18,1.06
05/12/2009,4.22,1.06
05/12/2009,4.03,1.06
05/13/2009,3.98,1.06
05/13/2009,3.89,1.06
05/14/2009,3.88,1.06
05/14/2009,4.04,1.06
05/15/2009,4.09,1.06
05/15/2009,4.25,1.06
05/18/2009,4.19,1.06
05/18/2009,4.26,1.06
05/19/2009,4.26,1.06
05/19/2009,4.29,1.06
05/20/2009,4.31,1.06
05/20/2009,4.24,1.06
05/21/2009,4.22,1.06
05/21/2009,4.29,1.06
05/22/2009,4.31,1.06
05/22/2009,4.25,1.06
05/26/2009,4.26,1.06
05/26/2009,4.33,1.06
05/27/2009,4.36,1.06
05/27/2009,4.21,1.06
05/28/2009,4.3,1.06
05/28/2009,4.02,1.06
05/29/2009,4.01,1.06
05/29/2009,4.0,1.06
06/01/2009,4.04,1.06
06/01/2009,3.99,1.06
06/02/2009,3.98,1.06
06/02/2009,3.94,1.06
06/03/2009,3.92,1.06
06/03/2009,3.84,1.06
06/04/2009,3.89,1.06
06/04/2009,3.99,1.06
06/05/2009,4.05,1.06
06/05/2009,3.98,1.06
06/08/2009,4.0,1.06
06/08/2009,3.95,1.06
06/09/2009,3.95,1.06
06/09/2009,3.96,1.06
06/10/2009,3.99,1.06
06/10/2009,3.85,1.06
06/11/2009,3.94,1.06
06/11/2009,3.84,1.06
06/12/2009,3.88,1.06
06/12/2009,3.92,1.06
06/15/2009,3.93,1.06
06/15/2009,3.9,1.06
06/16/2009,3.89,1.06
06/16/2009,3.91,1.06
06/17/2009,3.95,1.06
06/17/2009,3.88,1.06
06/18/2009,3.85,1.06
06/18/2009,3.81,1.06
06/19/2009,3.83,1.06
06/19/2009,3.82,1.06
06/22/2009,3.84,1.06
06/22/2009,3.82,1.06
06/23/2009,3.82,1.06
06/23/2009,3.82,1.06
06/24/2009,3.84,1.06
06/24/2009,3.81,1.06
06/25/2009,3.84,1.06
06/25/2009,3.84,1.06
06/26/2009,3.81,1.06
06/26/2009,3.84,1.06
06/29/2009,3.84,1.06
06/29/2009,3.82,1.06
06/30/2009,3.84,1.06
06/30/2009,3.95,1.06
07/01/2009,3.96,1.06
07/01/2009,3.99,1.06
07/02/2009,4.01,1.06
07/02/2009,4.03,1.06
07/06/2009,3.96,1.06
07/06/2009,3.84,1.06
07/07/2009,3.82,1.06
07/07/2009,3.88,1.06
07/08/2009,3.91,1.06
07/08/2009,3.87,1.06
07/09/2009,3.91,1.06
07/09/2009,3.87,1.06
07/10/2009,3.88,1.06
07/10/2009,3.86,1.06
07/13/2009,3.85,1.06
07/13/2009,3.7,1.06
07/14/2009,3.71,1.06
07/14/2009,3.75,1.06
07/15/2009,3.78,1.06
07/15/2009,3.83,1.06
07/16/2009,3.85,1.06
07/16/2009,3.82,1.06
07/17/2009,3.83,1.06
07/17/2009,3.83,1.06
07/20/2009,3.83,1.06
07/20/2009,3.99,1.06
07/21/2009,3.99,1.06
07/21/2009,3.99,1.06
07/22/2009,3.97,1.06
07/22/2009,4.17,1.06
07/23/2009,4.13,1.06
07/23/2009,4.12,1.06
07/24/2009,4.13,1.06
07/24/2009,4.17,1.06
07/27/2009,4.18,1.06
07/27/2009,4.32,1.06
07/28/2009,4.34,1.06
07/28/2009,4.11,1.06
07/29/2009,4.08,1.06
07/29/2009,4.16,1.06
07/30/2009,4.2,1.06
07/30/2009,4.18,1.06
07/31/2009,4.26,1.06
07/31/2009,4.26,1.06
08/03/2009,4.26,1.06
08/03/2009,4.24,1.06
08/04/2009,4.2,1.06
08/04/2009,4.19,1.06
08/05/2009,4.2,1.06
08/05/2009,4.15,1.06
08/06/2009,4.18,1.06
08/06/2009,4.13,1.06
08/07/2009,4.12,1.06
08/07/2009,4.04,1.06
08/10/2009,4.07,1.06
08/10/2009,4.09,1.06
08/11/2009,4.11,1.06
08/11/2009,4.12,1.06
08/12/2009,4.13,1.06
08/12/2009,4.4,1.06
08/13/2009,4.47,1.06
08/13/2009,4.64,1.06
08/14/2009,4.64,1.06
08/14/2009,4.65,1.06
08/17/2009,4.61,1.06
08/17/2009,4.56,1.06
08/18/2009,4.64,1.06
08/18/2009,4.64,1.06
08/19/2009,4.65,1.06
08/19/2009,4.82,1.06
08/20/2009,4.88,1.06
08/20/2009,4.91,1.06
08/21/2009,4.9,1.06
08/21/2009,4.96,1.06
08/24/2009,4.98,1.06
08/24/2009,4.96,1.06
08/25/2009,5.05,1.06
08/25/2009,4.81,1.06
08/26/2009,4.85,1.06
08/26/2009,4.93,1.06
08/27/2009,5.04,1.06
08/27/2009,5.01,1.06
08/28/2009,5.02,1.06
08/28/2009,4.98,1.06
08/31/2009,4.95,1.06
08/31/2009,5.0,1.06
09/01/2009,4.98,1.06
09/01/2009,4.94,1.06
09/02/2009,4.92,1.06
